scorer,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000,DLC_dlcrnetms5_MOT_NEWJul27shuffle1_50000
individuals,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,bodybase,bodybase,bodybase,tailbase,tailbase,tailbase,headbase,headbase,headbase,noses,noses,noses,tailtail,tailtail,tailtail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
379,590.716,170.307,1.0,581.418,237.201,1.0,593.052,116.412,1.0,598.097,91.678,1.0,578.365,265.037,1.0
380,591.056,169.907,1.0,581.398,237.278,1.0,593.14,116.415,1.0,598.16,91.463,1.0,578.4,264.997,1.0
381,591.055,169.997,1.0,581.424,237.677,1.0,592.899,116.285,1.0,597.683,91.199,1.0,578.184,265.257,1.0
382,591.025,170.15,1.0,581.444,238.118,1.0,592.387,116.247,1.0,597.12,91.547,1.0,578.128,265.71,1.0
383,591.157,170.236,1.0,581.693,237.77,1.0,592.502,116.155,1.0,597.03,91.485,1.0,578.393,265.511,1.0
384,590.945,170.515,1.0,581.758,237.675,1.0,592.497,116.018,1.0,596.936,91.479,1.0,578.542,265.486,1.0
385,591.452,170.808,1.0,581.635,236.98,1.0,591.625,116.478,1.0,591.834,91.236,1.0,578.372,264.977,1.0
386,589.495,169.81,1.0,580.258,240.224,1.0,591.584,119.636,1.0,576.902,95.192,1.0,578.011,266.953,1.0
387,586.294,173.864,1.0,575.518,236.185,1.0,587.986,122.869,1.0,574.093,101.364,1.0,573.308,259.289,1.0
388,590.604,175.206,1.0,573.487,237.77,1.0,585.671,128.801,1.0,565.117,107.24,1.0,569.191,263.436,1.0
389,589.779,177.288,1.0,570.465,239.43,1.0,584.121,134.092,1.0,560.269,108.399,1.0,568.981,266.489,1.0
390,590.496,174.719,1.0,571.019,239.391,1.0,584.003,133.049,1.0,558.632,102.232,1.0,571.488,265.817,1.0
391,590.208,175.18,1.0,573.767,240.614,1.0,588.15,131.853,1.0,552.437,101.34,1.0,566.606,263.214,1.0
392,590.617,173.496,1.0,575.973,239.738,1.0,582.506,128.746,1.0,554.909,103.46,1.0,568.188,261.488,1.0
393,591.566,169.657,1.0,575.606,240.157,1.0,586.264,121.303,1.0,549.131,95.155,1.0,568.466,262.172,1.0
394,592.308,165.847,1.0,576.811,238.716,1.0,583.358,116.889,1.0,546.552,89.271,1.0,569.661,260.638,1.0
395,591.255,161.926,1.0,573.483,232.938,1.0,582.066,117.07,1.0,552.873,83.599,1.0,571.808,256.483,1.0
396,587.773,160.541,1.0,578.363,232.454,1.0,580.653,111.242,1.0,552.146,79.673,1.0,575.334,257.026,1.0
397,587.205,162.729,1.0,573.911,233.484,1.0,578.246,108.053,1.0,551.703,72.727,1.0,577.904,255.78,1.0
398,587.083,159.908,1.0,577.075,228.107,1.0,579.183,104.425,1.0,560.692,69.828,1.0,575.571,252.469,1.0
399,586.694,157.837,1.0,579.792,222.305,1.0,578.749,103.607,1.0,560.919,67.154,1.0,577.585,249.591,1.0
400,587.551,154.119,1.0,579.271,219.688,1.0,579.421,102.594,1.0,559.996,65.126,1.0,577.924,247.958,1.0
401,586.983,154.434,1.0,580.644,227.269,1.0,578.907,101.405,1.0,557.337,62.16,1.0,581.015,251.529,1.0
402,586.592,152.036,1.0,581.572,222.381,1.0,576.044,107.695,1.0,557.053,62.408,1.0,581.775,247.684,1.0
403,586.437,148.397,1.0,581.012,219.972,1.0,576.196,104.348,1.0,559.836,62.111,1.0,580.8,245.64,1.0
404,586.653,149.075,1.0,580.95,215.46,1.0,576.95,102.426,1.0,558.13,60.999,1.0,579.745,238.954,1.0
405,585.853,144.315,1.0,583.187,217.541,1.0,577.434,100.834,1.0,558.995,61.73,1.0,583.205,239.98,1.0
406,587.976,142.241,1.0,589.266,214.774,1.0,576.812,100.54,1.0,556.284,60.419,1.0,589.18,239.279,1.0
407,588.945,144.218,1.0,593.983,215.477,1.0,575.34,99.397,1.0,554.992,59.63,1.0,591.192,238.189,1.0
408,589.294,144.911,1.0,588.174,216.655,1.0,575.411,98.876,1.0,551.79,58.746,1.0,591.425,237.099,1.0
409,589.306,144.1,1.0,594.679,214.292,1.0,577.181,97.186,1.0,552.447,58.195,1.0,594.688,240.028,1.0
410,589.29,144.848,1.0,591.617,213.687,1.0,574.936,96.888,1.0,549.255,57.88,1.0,590.031,240.223,1.0
411,587.974,142.027,1.0,590.174,213.449,1.0,574.066,95.259,1.0,548.935,57.644,1.0,589.047,239.912,1.0
412,588.066,141.19,1.0,588.123,213.247,1.0,573.459,95.763,1.0,548.28,56.73,1.0,587.892,239.246,1.0
413,587.867,142.135,1.0,587.627,214.427,1.0,573.385,96.008,1.0,548.098,57.583,1.0,587.721,239.788,1.0
414,588.107,140.806,1.0,586.61,216.186,1.0,575.245,101.469,1.0,558.909,64.582,1.0,586.4,238.308,1.0
415,587.345,146.596,1.0,583.563,216.805,1.0,578.239,108.589,1.0,570.89,67.191,1.0,583.753,242.199,1.0
416,586.364,155.242,1.0,583.982,218.863,1.0,584.48,117.034,1.0,581.319,77.05,1.0,585.552,245.241,1.0
417,585.357,160.198,1.0,580.88,220.253,1.0,586.776,121.332,1.0,594.774,82.376,1.0,581.641,247.34,1.0
418,585.139,158.889,1.0,579.442,220.036,1.0,590.805,116.908,1.0,603.844,80.626,1.0,580.312,247.027,1.0
419,586.048,157.434,1.0,574.97,216.117,1.0,592.865,117.618,1.0,613.145,85.632,1.0,574.294,241.392,1.0
420,584.967,154.585,1.0,576.034,218.684,1.0,599.684,117.279,1.0,618.276,86.723,1.0,571.032,240.823,1.0
421,587.199,157.715,1.0,576.605,221.08,1.0,601.127,124.086,1.0,623.98,89.546,1.0,569.681,244.587,1.0
422,588.706,158.331,1.0,575.479,220.819,1.0,610.06,128.201,1.0,633.633,101.599,1.0,568.434,243.8,1.0
423,590.737,159.947,1.0,573.733,220.088,1.0,611.598,129.855,1.0,638.753,104.192,1.0,573.009,244.137,1.0
424,591.808,159.323,1.0,572.19,216.546,1.0,618.649,134.618,1.0,642.354,105.533,1.0,571.144,242.644,1.0
425,589.093,162.595,1.0,572.418,216.137,1.0,617.949,133.32,1.0,647.167,114.977,1.0,571.305,242.206,1.0
426,591.349,160.12,1.0,572.514,215.653,1.0,625.157,130.018,1.0,657.461,117.223,1.0,571.731,242.094,1.0
427,598.216,158.175,1.0,572.497,215.273,1.0,634.121,132.12,1.0,665.065,126.556,1.0,569.727,237.799,1.0
428,603.287,151.99,1.0,572.88,210.464,1.0,640.002,132.661,1.0,677.71,127.461,1.0,569.994,236.545,1.0
429,608.634,149.244,1.0,573.595,206.672,1.0,651.982,131.299,1.0,686.342,129.586,1.0,569.929,232.788,1.0
430,618.193,149.197,1.0,574.804,203.468,1.0,661.055,132.47,1.0,699.353,130.751,1.0,567.42,228.922,1.0
431,623.861,146.753,1.0,575.032,193.454,1.0,672.784,134.021,1.0,703.207,135.137,1.0,571.967,217.43,1.0
432,636.841,141.984,1.0,583.55,187.818,1.0,682.396,131.914,1.0,710.671,134.002,1.0,574.015,207.214,1.0
433,644.39,141.533,1.0,585.835,180.806,1.0,690.176,127.973,1.0,725.307,132.489,1.0,575.931,201.448,1.0
434,654.479,135.131,1.0,592.417,173.65,1.0,700.298,126.248,1.0,733.565,134.618,1.0,582.679,192.745,1.0
435,660.643,133.746,1.0,596.269,160.678,1.0,709.42,124.357,1.0,745.006,131.365,1.0,588.285,182.966,1.0
436,675.46,128.986,1.0,608.385,154.113,1.0,720.327,122.46,1.0,754.047,130.326,1.0,592.841,171.874,1.0
437,684.538,126.419,1.0,615.787,149.813,1.0,734.852,122.271,1.0,768.184,128.66,1.0,604.419,163.78,1.0
438,696.893,125.115,1.0,627.824,140.325,1.0,745.459,119.668,1.0,776.793,121.541,1.0,609.925,157.893,1.0
439,706.991,125.144,1.0,639.195,141.339,1.0,752.509,114.598,1.0,787.852,119.107,1.0,620.609,151.275,1.0
440,716.82,126.389,1.0,648.055,135.404,1.0,760.81,120.456,1.0,798.284,115.331,1.0,634.488,146.258,1.0
441,729.786,123.038,1.0,665.007,136.072,1.0,776.031,115.776,1.0,809.145,114.032,1.0,637.958,142.617,1.0
442,744.705,122.067,1.0,674.407,129.013,1.0,790.781,113.338,1.0,823.959,117.33,1.0,656.756,139.721,1.0
443,758.371,117.5,1.0,687.372,129.277,1.0,808.245,112.116,1.0,838.273,114.416,1.0,665.936,134.732,1.0
444,777.805,109.831,1.0,706.151,124.466,1.0,823.373,109.253,1.0,858.267,112.665,1.0,684.834,126.587,1.0
445,791.267,112.054,1.0,721.991,121.622,1.0,841.843,106.656,1.0,874.278,101.102,1.0,701.07,127.403,1.0
446,808.097,111.972,1.0,738.12,120.942,1.0,856.256,102.932,1.0,884.518,100.818,1.0,717.489,120.375,1.0
447,822.528,111.508,1.0,756.315,114.595,1.0,871.747,102.413,1.0,905.248,95.298,1.0,732.599,119.585,1.0
448,836.018,110.189,1.0,768.757,108.211,1.0,881.907,108.705,1.0,913.556,95.198,1.0,745.737,111.266,1.0
449,842.206,105.982,1.0,776.376,109.314,1.0,893.48,104.792,1.0,924.278,101.22,1.0,759.19,110.918,1.0
450,853.654,104.922,1.0,785.029,107.464,1.0,901.803,98.931,1.0,933.48,106.413,1.0,762.471,110.542,1.0
451,859.179,104.089,1.0,788.192,109.769,1.0,910.305,101.053,1.0,942.252,120.421,1.0,769.064,108.996,1.0
452,873.972,103.993,1.0,808.282,112.53,1.0,922.044,108.209,1.0,950.536,121.401,1.0,783.132,112.184,1.0
453,890.807,105.538,1.0,822.014,111.0,1.0,940.004,111.213,1.0,967.634,124.506,1.0,797.603,111.407,1.0
454,905.072,110.607,1.0,840.53,110.91,1.0,957.335,111.373,1.0,984.806,124.665,1.0,816.204,108.726,1.0
455,923.221,109.263,1.0,858.689,109.854,1.0,972.345,109.593,1.0,1000.0,122.246,1.0,828.226,106.594,1.0
456,938.9,107.831,1.0,868.745,101.385,1.0,989.171,108.534,1.0,1019.036,121.776,1.0,847.54,105.361,1.0
457,957.451,105.331,1.0,887.132,103.521,1.0,1007.257,112.71,1.0,1039.512,125.959,1.0,863.862,105.782,1.0
458,975.334,110.386,1.0,905.097,105.362,1.0,1025.79,119.366,1.0,1054.667,126.137,1.0,884.569,101.741,1.0
459,999.315,109.919,1.0,927.163,106.821,1.0,1048.8,122.472,1.0,1078.604,131.337,1.0,905.905,103.167,1.0
460,1019.589,113.334,1.0,950.806,107.211,1.0,1067.882,117.526,1.0,1100.909,135.653,1.0,926.322,102.762,1.0
461,1036.111,114.904,1.0,964.219,105.89,1.0,1088.492,117.265,1.0,1112.852,132.998,1.0,941.718,100.468,1.0
462,1052.926,114.47,1.0,981.557,108.077,1.0,1108.984,118.653,1.0,1131.0,127.802,1.0,958.821,102.45,1.0
463,1070.622,108.35,1.0,1000.491,104.958,1.0,1121.623,114.601,1.0,1143.314,126.5,1.0,977.955,103.48,1.0
464,1086.044,107.955,1.0,1015.693,101.27,1.0,1140.26,113.332,1.0,1163.223,125.347,1.0,994.466,103.437,1.0
465,1101.41,107.602,1.0,1031.32,105.083,1.0,1157.81,114.223,1.0,1179.882,123.351,1.0,1008.606,100.5,1.0
466,1122.891,106.323,1.0,1049.648,105.556,1.0,1175.841,111.611,1.0,1200.846,119.681,1.0,1029.426,100.443,1.0
467,1141.448,100.457,1.0,1071.773,104.116,1.0,1192.017,113.098,1.0,1215.856,117.626,1.0,1048.055,104.191,1.0
468,1159.764,105.372,1.0,1092.063,102.748,1.0,1213.601,110.873,1.0,1234.934,117.639,1.0,1066.953,100.811,1.0
469,1174.049,104.067,1.0,1110.567,104.781,1.0,1228.917,103.958,1.0,1254.722,113.574,1.0,1085.051,101.599,1.0
470,1192.068,107.437,1.0,1127.677,106.113,1.0,1247.144,105.264,1.0,1267.026,105.863,1.0,1101.62,105.075,1.0
471,1202.414,104.208,1.0,1140.198,106.027,1.0,1260.958,104.497,1.0,1280.518,106.972,1.0,1115.396,103.509,1.0
472,1214.109,104.951,1.0,1147.479,102.267,1.0,1271.278,103.309,1.0,1292.52,109.765,1.0,1129.55,101.424,1.0
473,1227.343,102.338,1.0,1157.388,104.551,1.0,1280.098,103.339,1.0,1300.66,110.946,1.0,1136.859,103.989,1.0
474,1240.514,102.569,1.0,1176.207,104.051,1.0,1295.867,104.145,1.0,1323.709,117.919,1.0,1150.406,102.914,1.0
475,1259.893,101.514,1.0,1189.669,101.463,1.0,1309.095,108.591,1.0,1335.473,116.861,1.0,1166.819,107.164,1.0
476,1272.489,103.829,1.0,1209.972,104.704,1.0,1327.977,112.078,1.0,1351.823,121.863,1.0,1180.848,106.836,1.0
477,1285.136,107.628,1.0,1224.07,105.334,1.0,1343.735,111.491,1.0,1368.307,117.738,1.0,1198.226,104.072,1.0
478,1303.189,106.055,1.0,1238.076,106.508,1.0,1358.296,109.609,1.0,1380.473,120.458,1.0,1212.175,105.276,1.0
479,1316.685,104.953,1.0,,,0.0,1371.955,110.245,1.0,1391.175,118.522,1.0,,,0.0
480,1330.153,101.463,1.0,1265.788,104.182,1.0,1386.677,107.996,1.0,1410.981,117.939,1.0,1243.489,99.678,1.0
481,1343.53,103.712,1.0,1274.811,104.84,1.0,1396.491,104.487,1.0,1419.34,113.895,1.0,1255.244,101.842,1.0
482,1350.518,102.255,1.0,1284.034,104.748,1.0,1406.584,101.994,1.0,1434.856,108.155,1.0,1261.439,106.4,1.0
483,1362.376,99.211,1.0,1297.517,104.151,1.0,1416.285,104.844,1.0,1435.567,104.279,1.0,1273.975,104.639,1.0
484,1366.097,99.483,1.0,1304.704,104.728,1.0,1416.368,104.669,1.0,1436.099,104.675,1.0,1279.313,105.873,1.0
485,1367.031,101.85,1.0,1301.726,103.359,1.0,1418.806,103.974,1.0,1442.888,109.478,1.0,1277.153,104.692,1.0
486,1369.692,101.759,1.0,1310.14,105.483,1.0,1423.633,106.323,1.0,1441.569,111.298,1.0,1287.526,106.301,1.0
487,1369.102,102.949,1.0,1310.802,99.336,1.0,1419.61,102.767,1.0,1440.379,108.591,1.0,1289.985,99.235,1.0
488,1368.733,103.661,1.0,1311.503,98.917,1.0,1418.013,102.918,1.0,1443.93,112.975,1.0,1288.744,97.437,1.0
489,1367.768,104.33,1.0,1311.658,98.387,1.0,1415.935,103.772,1.0,1447.253,119.166,1.0,1288.758,96.488,1.0
490,1365.946,103.557,1.0,1310.046,98.773,1.0,1414.73,103.275,1.0,1444.794,118.724,1.0,1289.142,98.893,1.0
491,1369.263,105.896,1.0,1307.791,99.533,1.0,1411.521,109.898,1.0,1446.517,128.684,1.0,1290.306,97.853,1.0
492,1367.565,103.513,1.0,1307.972,97.714,1.0,1418.305,110.35,1.0,1449.916,129.258,1.0,1288.423,95.044,1.0
493,1372.18,102.453,1.0,1312.432,95.286,1.0,1420.09,116.499,1.0,1458.344,131.911,1.0,1289.715,95.761,1.0
494,1374.462,106.897,1.0,1316.388,96.834,1.0,1424.858,120.736,1.0,1459.572,136.902,1.0,1293.634,96.171,1.0
495,1378.31,107.701,1.0,1319.715,96.945,1.0,1424.986,116.353,1.0,1463.821,134.96,1.0,1296.147,95.164,1.0
496,1379.992,109.432,1.0,1313.54,97.711,1.0,1423.146,120.086,1.0,1465.455,141.657,1.0,1293.788,93.948,1.0
497,1380.843,109.663,1.0,1314.022,97.675,1.0,1425.767,123.02,1.0,1463.824,140.303,1.0,1294.966,94.482,1.0
498,1379.869,109.511,1.0,1322.277,96.78,1.0,1424.664,121.96,1.0,1462.266,141.063,1.0,1293.929,94.885,1.0
499,1377.974,110.006,1.0,1321.893,97.165,1.0,1420.486,121.943,1.0,1448.287,150.485,1.0,1293.975,94.975,1.0
500,1375.818,108.987,1.0,1321.94,97.081,1.0,1415.493,125.88,1.0,1440.046,150.621,1.0,1293.636,94.704,1.0
501,1373.517,106.744,1.0,1321.357,97.051,1.0,1411.441,127.561,1.0,1425.499,155.406,1.0,1295.423,95.795,1.0
502,1373.417,104.608,1.0,1317.884,97.164,1.0,1408.457,128.74,1.0,1417.49,161.727,1.0,1294.01,96.236,1.0
503,1373.049,102.355,1.0,1317.309,96.612,1.0,1406.586,131.086,1.0,1417.452,167.073,1.0,1293.864,95.096,1.0
504,1373.996,102.503,1.0,1317.349,96.338,1.0,1408.073,135.484,1.0,1406.624,170.792,1.0,1293.987,95.409,1.0
505,1374.407,104.024,1.0,1317.167,96.0,1.0,1405.202,137.505,1.0,1406.565,178.825,1.0,1293.304,95.545,1.0
506,1374.869,109.968,1.0,1318.24,96.208,1.0,1403.0,143.636,1.0,1401.3,183.566,1.0,1293.07,95.53,1.0
507,1373.185,111.947,1.0,1318.309,96.655,1.0,1399.137,146.858,1.0,1397.446,186.641,1.0,1293.569,96.113,1.0
508,1373.858,116.7,1.0,1318.562,95.788,1.0,1404.052,155.506,1.0,1401.295,189.578,1.0,1295.927,93.627,1.0
509,1375.982,114.598,1.0,1315.196,95.066,1.0,1400.045,158.496,1.0,1396.073,194.539,1.0,1292.672,91.112,1.0
510,1375.689,117.956,1.0,1319.788,96.573,1.0,1402.546,164.024,1.0,1398.905,201.403,1.0,1300.349,92.428,1.0
511,1377.057,123.259,1.0,1325.808,98.039,1.0,1404.852,164.366,1.0,1402.505,206.099,1.0,1306.034,96.009,1.0
512,1387.236,134.846,1.0,1336.063,100.618,1.0,1406.542,179.344,1.0,1409.175,220.211,1.0,1316.378,95.582,1.0
513,1389.985,140.652,1.0,1341.578,104.431,1.0,1413.974,188.884,1.0,1410.96,226.155,1.0,1323.422,95.649,1.0
514,1394.22,150.534,1.0,1351.208,107.534,1.0,1419.467,203.696,1.0,1414.152,233.278,1.0,1332.687,97.465,1.0
515,1403.502,158.046,1.0,1358.603,114.811,1.0,1419.254,208.515,1.0,1416.803,245.308,1.0,1335.546,105.857,1.0
516,1403.133,165.843,1.0,1368.792,120.345,1.0,1421.206,211.169,1.0,1426.388,250.503,1.0,1349.693,104.388,1.0
517,1410.132,180.548,1.0,1374.955,127.418,1.0,1423.464,223.535,1.0,1429.97,260.007,1.0,1359.466,111.108,1.0
518,1417.812,183.5,1.0,1383.793,132.065,1.0,1425.185,236.839,1.0,1429.768,265.793,1.0,1369.77,114.574,1.0
519,1419.511,190.112,1.0,1390.009,135.827,1.0,1427.438,239.511,1.0,1433.167,272.351,1.0,1374.531,122.635,1.0
520,1421.219,196.66,1.0,1394.389,143.667,1.0,1432.76,244.733,1.0,1431.909,279.803,1.0,1378.015,124.609,1.0
521,1422.361,203.671,1.0,1401.553,145.616,1.0,1431.2,248.43,1.0,1435.118,286.31,1.0,1382.852,128.702,1.0
522,1421.811,215.479,1.0,1403.706,154.527,1.0,1436.007,260.978,1.0,1429.316,298.036,1.0,1389.273,133.517,1.0
523,1423.547,224.591,1.0,1408.209,160.512,1.0,1429.728,272.881,1.0,1424.505,309.908,1.0,1395.725,142.346,1.0
524,1422.696,231.329,1.0,1411.698,172.66,1.0,1430.741,283.344,1.0,1423.25,317.56,1.0,1402.551,149.849,1.0
525,1422.427,245.71,1.0,1418.317,184.306,1.0,1423.255,289.27,1.0,1426.611,331.112,1.0,1405.589,162.34,1.0
526,1424.595,251.371,1.0,1423.509,194.953,1.0,1421.786,300.165,1.0,1422.865,336.339,1.0,1414.053,171.535,1.0
527,1425.77,262.346,1.0,1422.441,200.287,1.0,1422.839,304.587,1.0,1419.458,346.825,1.0,1416.509,181.143,1.0
528,1427.377,261.229,1.0,1423.404,207.26,1.0,1424.408,310.651,1.0,1414.911,347.937,1.0,1422.281,188.188,1.0
529,1429.26,269.535,1.0,1427.901,215.386,1.0,1427.707,313.985,1.0,1412.415,352.414,1.0,1422.883,190.206,1.0
530,1429.541,270.484,1.0,1433.07,214.488,1.0,1427.625,313.323,1.0,1411.592,353.744,1.0,1423.713,193.957,1.0
531,1429.737,271.395,1.0,1431.995,216.816,1.0,1426.872,311.968,1.0,1404.933,350.933,1.0,1423.279,195.441,1.0
532,1428.294,272.396,1.0,1430.986,216.467,1.0,1425.124,312.726,1.0,1405.347,347.479,1.0,1421.564,195.229,1.0
533,1428.375,271.454,1.0,1430.638,215.71,1.0,1423.094,311.819,1.0,1401.92,346.492,1.0,1421.646,194.769,1.0
534,1429.0,269.766,1.0,1430.548,215.086,1.0,1421.158,310.79,1.0,1401.881,345.529,1.0,1421.039,194.102,1.0
535,1428.724,270.106,1.0,1429.834,214.653,1.0,1420.183,310.205,1.0,1399.143,346.055,1.0,1420.565,193.357,1.0
536,1428.695,270.443,1.0,1430.105,215.238,1.0,1420.164,310.093,1.0,1399.122,347.549,1.0,1420.81,193.814,1.0
537,1429.044,270.33,1.0,1430.453,216.176,1.0,1420.158,310.11,1.0,1399.574,349.607,1.0,1421.401,194.635,1.0
538,1428.857,273.452,1.0,1430.467,216.584,1.0,1419.91,307.378,1.0,1398.663,353.915,1.0,1421.349,195.559,1.0
539,1426.709,275.17,1.0,1430.103,216.749,1.0,1416.764,312.311,1.0,1395.456,352.481,1.0,1420.993,195.422,1.0
540,1428.835,276.366,1.0,1431.519,217.335,1.0,1416.934,317.645,1.0,1395.044,359.027,1.0,1422.746,196.873,1.0
541,1428.137,279.853,1.0,1431.78,218.476,1.0,1415.285,319.274,1.0,1393.62,360.484,1.0,1422.69,197.684,1.0
542,1428.76,282.476,1.0,1431.88,219.941,1.0,1414.01,323.757,1.0,1394.137,364.003,1.0,1422.496,199.323,1.0
543,1427.486,275.452,1.0,1430.736,219.776,1.0,1419.287,329.491,1.0,1394.265,361.506,1.0,1421.919,199.03,1.0
544,1427.848,275.953,1.0,1430.871,220.264,1.0,1419.324,330.026,1.0,1388.644,361.971,1.0,1421.951,199.666,1.0
545,1428.653,276.409,1.0,1430.992,219.741,1.0,1420.327,332.355,1.0,1394.314,364.38,1.0,1421.688,199.132,1.0
546,1428.498,275.473,1.0,1430.801,220.577,1.0,1415.517,327.456,1.0,1398.365,367.965,1.0,1421.554,199.492,1.0
547,1429.509,277.043,1.0,1430.717,222.177,1.0,1416.371,331.748,1.0,1404.559,369.159,1.0,1422.144,200.487,1.0
548,1430.286,282.745,1.0,1430.783,221.798,1.0,1426.134,336.71,1.0,1416.578,379.185,1.0,1423.825,205.907,1.0
549,1435.117,293.923,1.0,1432.114,227.099,1.0,1427.245,343.685,1.0,1423.95,382.171,1.0,1426.019,203.8,1.0
550,1432.993,294.552,1.0,1432.546,233.928,1.0,1433.205,353.528,1.0,1423.542,389.443,1.0,1428.635,211.517,1.0
551,1433.511,308.122,1.0,1432.63,241.127,1.0,1433.958,364.201,1.0,1426.801,395.771,1.0,1429.491,218.061,1.0
552,1433.34,315.415,1.0,1430.986,250.817,1.0,1436.089,369.093,1.0,1434.532,405.831,1.0,1435.594,228.122,1.0
553,1432.667,327.004,1.0,1433.053,260.688,1.0,1434.698,380.615,1.0,1428.85,416.845,1.0,1431.949,235.898,1.0
554,1430.856,333.757,1.0,1435.036,272.195,1.0,1436.775,393.257,1.0,1429.432,429.563,1.0,1436.098,251.043,1.0
555,1433.372,350.573,1.0,1436.643,282.241,1.0,1434.033,404.093,1.0,1425.312,439.515,1.0,1437.658,259.965,1.0
556,1436.834,366.411,1.0,1437.16,296.405,1.0,1435.329,414.11,1.0,1430.78,456.856,1.0,1436.208,273.867,1.0
557,1438.441,382.096,1.0,1438.882,308.839,1.0,1438.134,429.731,1.0,1431.274,469.423,1.0,1440.854,289.823,1.0
558,1437.45,392.405,1.0,1437.024,326.816,1.0,1438.508,445.298,1.0,1433.217,479.485,1.0,1440.899,304.038,1.0
559,1438.114,405.35,1.0,1442.443,339.912,1.0,1440.926,457.523,1.0,1431.03,494.148,1.0,1441.041,315.991,1.0
560,1437.101,415.668,1.0,1438.255,353.435,1.0,1439.735,469.139,1.0,1432.49,506.271,1.0,1438.583,330.938,1.0
561,1435.247,422.999,1.0,1438.975,360.533,1.0,1435.461,481.912,1.0,1431.21,511.054,1.0,1436.308,336.814,1.0
562,1437.018,432.729,1.0,1441.859,373.172,1.0,1434.444,493.669,1.0,1426.001,523.234,1.0,1437.534,345.765,1.0
563,1436.553,448.672,1.0,1436.109,384.161,1.0,1433.727,503.223,1.0,1425.817,541.41,1.0,1439.332,358.809,1.0
564,1437.448,465.588,1.0,1438.465,399.513,1.0,1432.341,522.157,1.0,1425.574,554.831,1.0,1436.874,379.014,1.0
565,1437.458,484.955,1.0,1439.169,416.017,1.0,1433.636,537.602,1.0,1422.025,567.542,1.0,1440.639,392.742,1.0
566,1437.625,497.504,1.0,1437.654,431.256,1.0,1434.521,553.951,1.0,1424.699,582.612,1.0,1441.133,409.594,1.0
567,1436.688,508.664,1.0,1438.93,445.474,1.0,1437.123,567.929,1.0,1433.419,602.954,1.0,1439.429,422.959,1.0
568,1436.728,525.94,1.0,1436.563,459.126,1.0,1441.08,580.532,1.0,1433.11,616.486,1.0,1437.542,435.497,1.0
569,1437.98,541.191,1.0,1439.93,476.773,1.0,1442.431,596.728,1.0,1436.194,630.839,1.0,1436.075,452.736,1.0
570,1438.341,558.668,1.0,1439.381,491.176,1.0,1441.055,615.173,1.0,1439.165,645.069,1.0,1440.609,466.66,1.0
571,1436.993,570.608,1.0,1436.945,504.323,1.0,1441.868,622.738,1.0,1442.072,655.24,1.0,1437.313,479.438,1.0
572,1437.19,581.931,1.0,1437.976,513.861,1.0,1441.614,633.466,1.0,1440.383,667.254,1.0,1436.418,487.63,1.0
573,1439.371,600.182,1.0,1435.914,524.506,1.0,1443.356,645.724,1.0,1440.595,679.134,1.0,1438.121,507.627,1.0
574,1440.341,615.231,1.0,1438.412,543.619,1.0,1443.796,663.157,1.0,1441.322,700.36,1.0,1432.767,521.637,1.0
575,1439.138,625.876,1.0,1439.638,553.604,1.0,1445.12,682.372,1.0,1440.014,708.995,1.0,1434.989,530.626,1.0
576,1440.355,630.753,1.0,1442.146,564.736,1.0,1443.291,688.265,1.0,1439.643,720.684,1.0,1438.325,541.793,1.0
577,1437.909,643.289,1.0,1436.01,574.545,1.0,1439.034,701.051,1.0,1446.532,733.06,1.0,1435.746,558.06,1.0
578,1439.249,647.081,1.0,1440.053,583.057,1.0,1441.826,701.998,1.0,1450.263,735.568,1.0,1439.304,559.133,1.0
579,1437.797,653.346,1.0,1438.632,590.998,1.0,1441.927,707.916,1.0,1449.8,741.623,1.0,1437.489,569.552,1.0
580,1440.25,657.331,1.0,1437.766,593.788,1.0,1444.617,713.76,1.0,1452.823,746.171,1.0,1438.957,567.813,1.0
581,1442.235,657.038,1.0,1438.965,596.336,1.0,1446.241,713.262,1.0,1458.714,746.244,1.0,1442.015,569.931,1.0
582,1441.657,659.621,1.0,1437.843,599.623,1.0,1447.186,713.941,1.0,1456.847,744.7,1.0,1441.533,573.416,1.0
583,1442.295,661.657,1.0,1442.132,597.833,1.0,1447.982,712.125,1.0,1460.502,744.957,1.0,1442.869,575.481,1.0
